timestamp_utc,coin,text,sentiment_compound,sentiment_label,raw_event
2025-11-14T06:39:42.509176+00:00,solana,"Poop jokes are not my favorite type of jokes but they are a solid Number 2

$poop",0.3839,positive,"{""data"": {""tweetId"": ""1989221683190988862"", ""username"": ""_notyourquant"", ""action"": ""post_update"", ""tweet"": {""id"": ""1989221683190988862"", ""type"": ""TWEET"", ""created_at"": ""Fri Nov 14 06:39:41 +0000 2025"", ""author"": {""handle"": ""_notyourquant"", ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1951676677031133184/ZalcHf1z_normal.jpg"", ""name"": ""NotYourQuant""}}, ""body"": {""text"": ""Poop jokes are not my favorite type of jokes but they are a solid Number 2\n\n$poop"", ""urls"": [], ""mentions"": []}, ""media"": {""images"": [], ""videos"": []}}}, ""event_type"": ""post_created""}"
2025-11-14T06:39:51.534351+00:00,bitcoin,@avotoast Bro can met stop going up I need to long with size btc legit going down fuck,-0.6908,negative,"{""data"": {""tweetId"": ""1989221719618494546"", ""username"": ""0xRiver8"", ""action"": ""post_update"", ""tweet"": {""id"": ""1989221719618494546"", ""type"": ""REPLY"", ""created_at"": ""Fri Nov 14 06:39:50 +0000 2025"", ""author"": {""handle"": ""0xRiver8"", ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1958310896629149696/DHtJgE73_normal.jpg"", ""name"": ""0xRiver""}}, ""body"": {""text"": ""@avotoast Bro can met stop going up I need to long with size btc legit going down fuck"", ""urls"": [], ""mentions"": [{""id"": ""929223032467525633"", ""name"": ""Avocado Toast"", ""handle"": ""avotoast""}]}, ""media"": {""images"": [], ""videos"": []}, ""subtweet"": {""id"": ""1989216541775122758"", ""type"": ""TWEET"", ""created_at"": ""Fri Nov 14 06:19:16 +0000 2025"", ""author"": {""handle"": ""avotoast"", ""verified"": false, ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1609778151369883648/dgvqvUMB_normal.jpg"", ""name"": ""Avocado Toast""}}, ""body"": {""text"": ""don't recommend trading this market\n\nbut if you're going to, make sure to long the only green coin https://t.co/bPmQ9Is7oA"", ""urls"": [], ""mentions"": []}, ""media"": {""images"": [""https://pbs.twimg.com/media/G5sd5V1WsAAzlgA.png""], ""videos"": []}}}}, ""event_type"": ""post_created""}"
2025-11-14T06:39:58.594606+00:00,solana,@ghoshal @dupe_solana @i8ramin Tier-1 onboarding. The best I’ve seen for a shopping extension.,0.6369,positive,"{""data"": {""tweetId"": ""1989221749561663508"", ""username"": ""nikitabier"", ""action"": ""post_update"", ""tweet"": {""id"": ""1989221749561663508"", ""type"": ""REPLY"", ""created_at"": ""Fri Nov 14 06:39:57 +0000 2025"", ""author"": {""handle"": ""nikitabier"", ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1755448801957945344/Fh2HNw5Y_normal.jpg"", ""name"": ""Nikita Bier""}}, ""body"": {""text"": ""@ghoshal @dupe_solana @i8ramin Tier-1 onboarding. The best I’ve seen for a shopping extension."", ""urls"": [], ""mentions"": [{""id"": ""7159752"", ""name"": ""Bobby from Dupe.com"", ""handle"": ""ghoshal""}, {""id"": ""1918683589341851649"", ""name"": ""$Dupe"", ""handle"": ""dupe_solana""}, {""id"": ""4051591"", ""name"": ""Ramin B"", ""handle"": ""i8ramin""}]}, ""media"": {""images"": [], ""videos"": []}, ""subtweet"": {""id"": ""1989141688271679597"", ""type"": ""TWEET"", ""created_at"": ""Fri Nov 14 01:21:49 +0000 2025"", ""author"": {""handle"": ""ghoshal"", ""verified"": false, ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1982632597315301376/dZ7ajHJJ_normal.jpg"", ""name"": ""Bobby from Dupe.com""}}, ""body"": {""text"": ""@nikitabier @dupe_solana @i8ramin Homie!"", ""urls"": [], ""mentions"": [{""id"": ""636513296"", ""name"": ""Nikita Bier"", ""handle"": ""nikitabier""}, {""id"": ""1918683589341851649"", ""name"": ""$Dupe"", ""handle"": ""dupe_solana""}, {""id"": ""4051591"", ""name"": ""Ramin B"", ""handle"": ""i8ramin""}]}, ""media"": {""images"": [], ""videos"": []}}}}, ""event_type"": ""post_created""}"
2025-11-14T06:40:01.802599+00:00,solana,"ELON: NO MATTER WHAT YOU DO, 100% OF THE ENERGY COMES FROM THE SUN

“The sun is about 99.8% of the mass of the solar system. 

Jupiter's about 0.1% and everything else is in the remaining 0.1%, and we are much less than 0.1%. 

So, if you burnt all of the mass of the solar system, then the total energy produced by the sun would still round up to 100%. 

If you just burnt Earth, the whole planet, and turn Jupiter into a thermonuclear reactor, the sun is 99.8% of the mass of the solar system and everything else is in the miscellaneous category. 

Basically, no matter what you do, total energy produced in our solar system rounds up to 100% from the sun. 

You could teleport two more Jupiters into our solar system, burn them, and the sun would still round up to 100%. 

Maybe that gives some perspective of why solar is really the thing that matters. 

Kardashev, a Russian physicist, came up with the idea, I think, in the 1960s, to classify civilizations, where Kardashev Scale 1 would be, you've harnessed most of the energy of the planet, Kardashev Scale 2, you've harnessed most of the energy of your sun, Kardashev 3, you've harnessed most of the energy of a galaxy. 

We're only about 1% or a few percent of Kardashev Scale 1 right now, optimistically. 

But as soon as you go to Kardashev Scale 2, where you're talking about the power of the sun, then you're really just saying everything is solar power and the rest is in the noise.”

Source: @elonmusk on the All-In Podcast @theallinpod, October 31, 2025",0.6875,positive,"{""data"": {""tweetId"": ""1989221761054048602"", ""username"": ""MarioNawfal"", ""action"": ""post_update"", ""tweet"": {""id"": ""1989221761054048602"", ""type"": ""QUOTE"", ""created_at"": ""Fri Nov 14 06:40:00 +0000 2025"", ""author"": {""handle"": ""MarioNawfal"", ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1938244629071015936/UwtzYY-R_normal.jpg"", ""name"": ""Mario Nawfal""}}, ""body"": {""text"": ""ELON: NO MATTER WHAT YOU DO, 100% OF THE ENERGY COMES FROM THE SUN\n\n“The sun is about 99.8% of the mass of the solar system. \n\nJupiter's about 0.1% and everything else is in the remaining 0.1%, and we are much less than 0.1%. \n\nSo, if you burnt all of the mass of the solar system, then the total energy produced by the sun would still round up to 100%. \n\nIf you just burnt Earth, the whole planet, and turn Jupiter into a thermonuclear reactor, the sun is 99.8% of the mass of the solar system and everything else is in the miscellaneous category. \n\nBasically, no matter what you do, total energy produced in our solar system rounds up to 100% from the sun. \n\nYou could teleport two more Jupiters into our solar system, burn them, and the sun would still round up to 100%. \n\nMaybe that gives some perspective of why solar is really the thing that matters. \n\nKardashev, a Russian physicist, came up with the idea, I think, in the 1960s, to classify civilizations, where Kardashev Scale 1 would be, you've harnessed most of the energy of the planet, Kardashev Scale 2, you've harnessed most of the energy of your sun, Kardashev 3, you've harnessed most of the energy of a galaxy. \n\nWe're only about 1% or a few percent of Kardashev Scale 1 right now, optimistically. \n\nBut as soon as you go to Kardashev Scale 2, where you're talking about the power of the sun, then you're really just saying everything is solar power and the rest is in the noise.”\n\nSource: @elonmusk on the All-In Podcast @theallinpod, October 31, 2025"", ""urls"": [], ""mentions"": [{""id"": ""44196397"", ""name"": ""Elon Musk"", ""handle"": ""elonmusk""}, {""id"": ""1234260054368342016"", ""name"": ""The All-In Podcast"", ""handle"": ""theallinpod""}]}, ""media"": {""images"": [], ""videos"": [""https://video.twimg.com/amplify_video/1989219193305149441/vid/avc1/1920x1080/PtR9tI-MPWqkjE0v.mp4?tag=21""]}, ""subtweet"": {""id"": ""1989055576253559172"", ""type"": ""TWEET"", ""created_at"": ""Thu Nov 13 19:39:38 +0000 2025"", ""author"": {""handle"": ""elonmusk"", ""verified"": false, ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1983681414370619392/oTT3nm5Z_normal.jpg"", ""name"": ""Elon Musk""}}, ""body"": {""text"": ""Solar electricity will become by far the biggest source of power for civilization"", ""urls"": [], ""mentions"": []}, ""media"": {""images"": [], ""videos"": []}}}}, ""event_type"": ""post_created""}"
2025-11-14T06:41:05.500557+00:00,bitcoin,"多个同行反馈，刚刚交易所上的 BTC / USDT 交易对，一瞬间显示币价为 0，过去 24 小时波动 -96,712 美金。

但在刷新或等待一会后，又会推送正常的比特币价格。 https://t.co/A0Bc5fFUM2",0.0,neutral,"{""data"": {""tweetId"": ""1989222031498621281"", ""username"": ""_FORAB"", ""action"": ""post_update"", ""tweet"": {""id"": ""1989222031498621281"", ""type"": ""TWEET"", ""created_at"": ""Fri Nov 14 06:41:04 +0000 2025"", ""author"": {""handle"": ""_FORAB"", ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1747252669897691136/wS_-7gEt_normal.jpg"", ""name"": ""AB Kuai.Dong""}}, ""body"": {""text"": ""多个同行反馈，刚刚交易所上的 BTC / USDT 交易对，一瞬间显示币价为 0，过去 24 小时波动 -96,712 美金。\n\n但在刷新或等待一会后，又会推送正常的比特币价格。 https://t.co/A0Bc5fFUM2"", ""urls"": [], ""mentions"": []}, ""media"": {""images"": [""https://pbs.twimg.com/media/G5sih9lbsAAM3dd.png""], ""videos"": []}}}, ""event_type"": ""post_created""}"
2025-11-14T06:43:48.919089+00:00,solana,"Detect PAID DEXScreener: $EIGHTY8 v2 👇
                                                                     PUMPFUN SOLANA
CA: EePDcKMrBPo7gtyvsAYe58AXeWPX5r1PBsn1DAHipump

VolumeBuy 24H:  $77,136  | VolumSell 24H:  $66,612 
Liquid:  $0 | MC:  $47,320

Check Chart Buy 👉 https://t.co/7ow0wxGkE6",0.0,neutral,"{""data"": {""tweetId"": ""1989222714746499280"", ""username"": ""dexsignals"", ""action"": ""post_update"", ""tweet"": {""id"": ""1989222714746499280"", ""type"": ""TWEET"", ""created_at"": ""Fri Nov 14 06:43:47 +0000 2025"", ""author"": {""handle"": ""dexsignals"", ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1903238940271976448/xQMKX505_normal.jpg"", ""name"": ""Dex signals""}}, ""body"": {""text"": ""Detect PAID DEXScreener: $EIGHTY8 v2 👇\n                                                                     PUMPFUN SOLANA\nCA: EePDcKMrBPo7gtyvsAYe58AXeWPX5r1PBsn1DAHipump\n\nVolumeBuy 24H:  $77,136  | VolumSell 24H:  $66,612 \nLiquid:  $0 | MC:  $47,320\n\nCheck Chart Buy 👉 https://t.co/7ow0wxGkE6"", ""urls"": [{""name"": ""gmgn.ai/sol/token/7N9j…"", ""url"": ""https://gmgn.ai/sol/token/7N9jO4ib_EePDcKMrBPo7gtyvsAYe58AXeWPX5r1PBsn1DAHipump"", ""tco"": ""https://t.co/7ow0wxGkE6""}], ""mentions"": []}, ""media"": {""images"": [], ""videos"": []}}}, ""event_type"": ""post_created""}"
2025-11-14T06:44:24.712855+00:00,solana,"From massive dip back up 

I will always be dropping that oversold shitters to you . You can always ape or fade https://t.co/CiJkRmQfGp",0.0,neutral,"{""data"": {""tweetId"": ""1989222865645044022"", ""username"": ""NobleCoins"", ""action"": ""post_update"", ""tweet"": {""id"": ""1989222865645044022"", ""type"": ""QUOTE"", ""created_at"": ""Fri Nov 14 06:44:23 +0000 2025"", ""author"": {""handle"": ""NobleCoins"", ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1903585051054350336/KMjXRgF1_normal.jpg"", ""name"": ""LEGEND""}}, ""body"": {""text"": ""From massive dip back up \n\nI will always be dropping that oversold shitters to you . You can always ape or fade https://t.co/CiJkRmQfGp"", ""urls"": [], ""mentions"": []}, ""media"": {""images"": [""https://pbs.twimg.com/media/G5sjpkCXgAAPoIP.jpg""], ""videos"": []}, ""subtweet"": {""id"": ""1986861407229415912"", ""type"": ""TWEET"", ""created_at"": ""Fri Nov 07 18:20:48 +0000 2025"", ""author"": {""handle"": ""NobleCoins"", ""verified"": false, ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1903585051054350336/KMjXRgF1_normal.jpg"", ""name"": ""LEGEND""}}, ""body"": {""text"": ""@_Shadow36 Oversold imo \n\n48WduMWSMcCbms6e1Xa877KB6MePV1DtmbXBz6xhpump\n\nGood team here https://t.co/QaF6eE10gS"", ""urls"": [], ""mentions"": [{""id"": ""1729864554296029184"", ""name"": ""Shadow"", ""handle"": ""_Shadow36""}]}, ""media"": {""images"": [""https://pbs.twimg.com/media/G5K_6d3XQAAwyJF.jpg""], ""videos"": []}}}}, ""event_type"": ""post_created""}"
2025-11-14T06:45:32.201778+00:00,solana,"Keep calm 

Solana is tanking 

But we will prevail 

Hold your bags and we will win",0.7814,positive,"{""data"": {""tweetId"": ""1989223149456797834"", ""username"": ""King_Staccz"", ""action"": ""post_update"", ""tweet"": {""id"": ""1989223149456797834"", ""type"": ""TWEET"", ""created_at"": ""Fri Nov 14 06:45:31 +0000 2025"", ""author"": {""handle"": ""King_Staccz"", ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1983988220703506432/zEvXoO3f_normal.jpg"", ""name"": ""SpaceCatDevYe""}}, ""body"": {""text"": ""Keep calm \n\nSolana is tanking \n\nBut we will prevail \n\nHold your bags and we will win"", ""urls"": [], ""mentions"": []}, ""media"": {""images"": [], ""videos"": []}}}, ""event_type"": ""post_created""}"
2025-11-14T06:47:23.259367+00:00,solana,@solvenant 😭😭,0.0,neutral,"{""data"": {""tweetId"": ""1989223614542160278"", ""username"": ""stngzx"", ""action"": ""post_update"", ""tweet"": {""id"": ""1989223614542160278"", ""type"": ""REPLY"", ""created_at"": ""Fri Nov 14 06:47:22 +0000 2025"", ""author"": {""handle"": ""stngzx"", ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1988954420239867904/uILIiLYh_normal.jpg"", ""name"": ""Sting""}}, ""body"": {""text"": ""@solvenant 😭😭"", ""urls"": [], ""mentions"": [{""id"": ""1497619256133173248"", ""name"": ""@solvenant"", ""handle"": ""solvenant""}]}, ""media"": {""images"": [], ""videos"": []}, ""subtweet"": {""id"": ""1989215459678543879"", ""type"": ""TWEET"", ""created_at"": ""Fri Nov 14 06:14:58 +0000 2025"", ""author"": {""handle"": ""solvenant"", ""verified"": false, ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1987710164703772672/gQm7CvIL_normal.jpg"", ""name"": ""@solvenant""}}, ""body"": {""text"": ""Multi-cycle traders always said be patient and build wealth over 10-year + horizon \n\nFuck you and your 10-year plan nigga, my parents are already 50+ and idek if i wake up tmr alive"", ""urls"": [], ""mentions"": []}, ""media"": {""images"": [], ""videos"": []}}}}, ""event_type"": ""post_created""}"
2025-11-14T06:48:18.861450+00:00,ethereum,The head of the Georgia Ethics Commission said Thursday that his agency is still trying to prove whether or not a voter advocacy group founded by Democrat Stacey Abrams illegally coordinated election work with Abrams' unsuccessful 2018 campaign for... https://t.co/OonMHVcl6d,-0.3612,negative,"{""data"": {""tweetId"": ""1989223849947279388"", ""username"": ""WashTimes"", ""action"": ""post_update"", ""tweet"": {""id"": ""1989223849947279388"", ""type"": ""TWEET"", ""created_at"": ""Fri Nov 14 06:48:18 +0000 2025"", ""author"": {""handle"": ""WashTimes"", ""profile"": {""avatar"": ""https://pbs.twimg.com/profile_images/1755281859146080256/D-S95q4t_normal.png"", ""name"": ""The Washington Times""}}, ""body"": {""text"": ""The head of the Georgia Ethics Commission said Thursday that his agency is still trying to prove whether or not a voter advocacy group founded by Democrat Stacey Abrams illegally coordinated election work with Abrams' unsuccessful 2018 campaign for... https://t.co/OonMHVcl6d"", ""urls"": [{""name"": ""trib.al/sfe7mx3"", ""url"": ""https://trib.al/sfe7mx3"", ""tco"": ""https://t.co/OonMHVcl6d""}], ""mentions"": []}, ""media"": {""images"": [], ""videos"": []}}}, ""event_type"": ""post_created""}"
